0.000000000000000000e+00,6.373746511605861365e+00,1.416400977103328351e+01,7.111770936523290843e+00,9.573774390161535308e+00,1.365776764754953243e+00,1.219998973798640662e+01,1.330660144914823917e+01,2.215512402370617195e+01,8.856876633266121956e+00,1.716748444005725460e+01,8.761959180390999080e+00,1.361472937379886083e+01,9.825347605134121309e+00,3.628516958349574661e+00,1.142477257428642901e+01,1.670208513245184179e+01,3.289902315437502445e+00,9.371160870179538804e+00,1.986999030877673889e+01,1.637174007654404306e+01,4.309635381549634658e+00,1.567930334517133595e+01,9.799186640987791463e+00,1.585457016276448172e+01
6.373746511605861365e+00,0.000000000000000000e+00,8.695339420102786931e+00,5.636048253935463492e+00,6.976835627975046528e+00,5.216147946975367766e+00,5.932839299094394114e+00,1.164548815120206626e+01,1.706223284066325618e+01,3.014099499657872716e+00,1.194220405734314205e+01,9.268142562006691065e+00,1.156009000856680657e+01,6.314843409603080104e+00,3.380240769606588369e+00,1.008863543941304819e+01,1.039827138950289154e+01,3.117935659786513991e+00,4.002451053249490798e+00,1.405366043639821960e+01,1.015784496734838349e+01,2.093158373570814135e+00,1.091318726896624014e+01,3.454605508163091976e+00,1.128098365676358483e+01
1.416400977103328351e+01,8.695339420102786931e+00,0.000000000000000000e+00,8.335202925959206866e+00,1.415915267144193912e+01,1.280438459702889631e+01,4.188262059220214439e+00,1.848470303390770297e+01,1.823901532366065936e+01,5.682206420881295905e+00,1.393344211198795790e+01,1.754905811559737572e+01,1.810242007917289087e+01,1.298503468546491035e+01,1.199348425313016975e+01,1.740694138421727999e+01,5.153357170141596555e+00,1.107512625967225262e+01,9.745680625086588833e+00,1.368241377360143574e+01,9.059883906505623585e+00,1.020897969338747480e+01,1.420945868432483117e+01,6.975731536540082267e+00,1.482364931631928506e+01
7.111770936523290843e+00,5.636048253935463492e+00,8.335202925959206866e+00,0.000000000000000000e+00,1.248915778219585349e+01,5.851103799695908769e+00,8.364419198806995581e+00,1.710773695513911363e+01,2.214819262344797934e+01,5.203302876398286259e+00,1.707780399525881876e+01,1.394960813002358790e+01,1.709338802166680082e+01,1.193355173998698859e+01,6.956615941466759878e+00,1.543520109998974732e+01,1.240766334302921337e+01,5.228067171470044627e+00,9.496470938216068802e+00,1.856102391065991242e+01,1.410938274043825125e+01,5.097337223945150875e+00,1.631050916581235555e+01,7.831412008537843583e+00,1.673587609830978806e+01
9.573774390161535308e+00,6.976835627975046528e+00,1.415915267144193912e+01,1.248915778219585349e+01,0.000000000000000000e+00,9.323371576292478480e+00,1.016463385903450956e+01,4.672469500697190803e+00,1.314950297471821905e+01,9.210740385604134772e+00,8.638493555564316750e+00,4.331219772808773349e+00,4.604243964749882068e+00,1.330223919605065586e+00,6.396409555122344770e+00,3.267861610111618464e+00,1.342247103134580755e+01,8.009126903041282830e+00,4.426733856945837431e+00,1.210778132723284095e+01,1.040590306915326835e+01,7.603139353795349109e+00,6.761999424113501966e+00,7.183704205524723996e+00,6.737218248753054084e+00
1.365776764754953243e+00,5.216147946975367766e+00,1.280438459702889631e+01,5.851103799695908769e+00,9.323371576292478480e+00,0.000000000000000000e+00,1.093923512291648770e+01,1.336918417747701859e+01,2.151123064148171693e+01,7.550135847076307805e+00,1.646150654571552963e+01,9.149575661714848707e+00,1.359936930678099820e+01,9.391691602369814262e+00,2.994902984603269758e+00,1.151044921527932630e+01,1.544364432926050590e+01,2.099725956274586913e+00,8.525576690969067783e+00,1.899596673551058501e+01,1.532979222409609577e+01,3.123204270428851181e+00,1.508123122662911619e+01,8.669434272833093758e+00,1.530590207518310031e+01
1.219998973798640662e+01,5.932839299094394114e+00,4.188262059220214439e+00,8.364419198806995581e+00,1.016463385903450956e+01,1.093923512291648770e+01,0.000000000000000000e+00,1.435546066340142524e+01,1.480884018373363631e+01,3.503437183422360324e+00,1.013763945312156878e+01,1.384906755956464508e+01,1.394621561620664707e+01,8.932928804145703339e+00,9.277498881376381235e+00,1.336834057614272808e+01,4.504493787537239058e+00,8.911680070390579189e+00,5.744420557613223899e+00,1.062821631059355099e+01,5.966598610821244542e+00,7.902630328845918761e+00,1.016868201259355686e+01,3.128653522525804309e+00,1.076263792959989551e+01
1.330660144914823917e+01,1.164548815120206626e+01,1.848470303390770297e+01,1.710773695513911363e+01,4.672469500697190803e+00,1.336918417747701859e+01,1.435546066340142524e+01,0.000000000000000000e+00,1.241668106535845872e+01,1.382074521930148236e+01,9.364659214152144528e+00,5.121665497174975989e+00,8.147911133777283599e-01,5.585980230393330359e+00,1.065437211999965150e+01,1.884802445560275652e+00,1.696277082201030950e+01,1.238644076832348873e+01,8.804894036160046511e+00,1.314705531799874016e+01,1.306892304719912445e+01,1.212098107433257610e+01,7.363659453191130133e+00,1.158361143092468204e+01,6.935204641684638460e+00
2.215512402370617195e+01,1.706223284066325618e+01,1.823901532366065936e+01,2.214819262344797934e+01,1.314950297471821905e+01,2.151123064148171693e+01,1.480884018373363631e+01,1.241668106535845872e+01,0.000000000000000000e+00,1.704375978052379281e+01,5.120055746924853324e+00,1.669889911761409707e+01,1.161096919469576072e+01,1.247451090276526564e+01,1.856888275754879558e+01,1.350688533015391535e+01,1.376692857030029593e+01,1.964465719063792193e+01,1.312908650463712057e+01,4.823742106108636740e+00,9.184772086109976641e+00,1.881243872072262491e+01,6.493253146471330339e+00,1.431856683378090977e+01,6.417620734703369578e+00
8.856876633266121956e+00,3.014099499657872716e+00,5.682206420881295905e+00,5.203302876398286259e+00,9.210740385604134772e+00,7.550135847076307805e+00,3.503437183422360324e+00,1.382074521930148236e+01,1.704375978052379281e+01,0.000000000000000000e+00,1.203403500052138497e+01,1.209209559169663883e+01,1.359868583273292231e+01,8.249549995067010144e+00,6.331768065414849822e+00,1.246060910436617064e+01,7.960669637481268879e+00,5.609250460430532215e+00,5.172873001851353791e+00,1.335821941483790987e+01,8.933075823387213177e+00,4.655276812829707289e+00,1.149017401856244192e+01,2.805160565359352987e+00,1.198245000763511392e+01
